scientificName,phyloTreeTipLabel,phyloTreeFileName,dynamicProperties,^ot:ottId,^ot:taxonLink,^skos:prefLabel,^ot:ottTaxonName,^ot:originalLabel
Nothocestrum longifolium,Nothocestrum longifolium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nothocestrum longifolium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nothocestrum longifolium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",383969,"{'@tb:identifier.taxon': 429030, '@tb:identifier.taxonVariant': 565241, '@ubio': '2653688', '@uniprot': '540823'}",,Nothocestrum longifolium,Nothocestrum longifolium
Solanum angustialatum,Solanum angustialatum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum angustialatum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum angustialatum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",515084,"{'@tb:identifier.taxon': 564512, '@tb:identifier.taxonVariant': 785365, '@ubio': '9123797', '@uniprot': '0'}",,Solanum angustialatum,Solanum angustialatum
Solanum hoplopetalum,Solanum hoplopetalum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum hoplopetalum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum hoplopetalum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",518434,"{'@tb:identifier.taxon': 34290, '@tb:identifier.taxonVariant': 79159, '@ubio': '9233207', '@uniprot': '368033'}",,Solanum hoplopetalum,Solanum hoplopetalum
Bouchetia erecta,Bouchetia erecta,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Bouchetia erecta', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Bouchetia erecta', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",324478,"{'@tb:identifier.taxon': 41312, '@tb:identifier.taxonVariant': 96295, '@ubio': '2653578', '@uniprot': '274392'}",,Bouchetia erecta,Bouchetia erecta
Leucophysalis viscosa,Leucophysalis viscosa,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Leucophysalis viscosa', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Leucophysalis viscosa', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",839473,"{'@tb:identifier.taxon': 15851, '@tb:identifier.taxonVariant': 37172, '@ubio': '5981227', '@uniprot': '304111'}",,Leucophysalis viscosa,Leucophysalis viscosa
Solanum calileguae,Solanum calileguae,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum calileguae', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum calileguae', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",311876,"{'@tb:identifier.taxon': 27142, '@tb:identifier.taxonVariant': 63383, '@ubio': '5970589', '@uniprot': '205534'}",,Solanum calileguae,Solanum calileguae
Lycium barbarum,Lycium barbarum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium barbarum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium barbarum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",40038,"{'@tb:identifier.taxon': 116724, '@tb:identifier.taxonVariant': 195077, '@ubio': '2667971', '@uniprot': '112863'}",,Lycium barbarum,Lycium barbarum
Nolana chapiensis,Nolana chapiensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana chapiensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana chapiensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",131385,"{'@tb:identifier.taxon': 395087, '@tb:identifier.taxonVariant': 784073}",,Nolana chapiensis,Nolana chapiensis
Deprea orinocensis,Deprea orinocensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Deprea orinocensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Deprea orinocensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",245272,"{'@tb:identifier.taxon': 127389, '@tb:identifier.taxonVariant': 204949, '@ubio': '5863694', '@uniprot': '126899'}",,Deprea orinocensis,Deprea orinocensis
Solanum crotonoides,Solanum crotonoides,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum crotonoides', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum crotonoides', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",14207,"{'@tb:identifier.taxon': 27165, '@tb:identifier.taxonVariant': 63427, '@ubio': '5983840', '@uniprot': '329770'}",,Solanum crotonoides,Solanum crotonoides
Solanum urticans,Solanum urticans,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum urticans', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum urticans', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",141370,"{'@tb:identifier.taxon': 604544, '@tb:identifier.taxonVariant': 806736, '@ubio': '3440677'}",,Solanum urticans,Solanum urticans
Solanum mapiriense,Solanum mapiriense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum mapiriense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum mapiriense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",785126,"{'@tb:identifier.taxon': 27214, '@tb:identifier.taxonVariant': 63535, '@ubio': '3440688', '@uniprot': '205563'}",,Solanum mapiriense,Solanum mapiriense
Solanum ochranthum,Solanum ochranthum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum ochranthum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum ochranthum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",98033,"{'@tb:identifier.taxon': 632173, '@tb:identifier.taxonVariant': 847185, '@ubio': '1800979', '@uniprot': '154974'}",,Solanum ochranthum,Solanum ochranthum
Solanum raphanifolium,Solanum raphanifolium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum raphanifolium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum raphanifolium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",218594,"{'@tb:identifier.taxon': 162014, '@tb:identifier.taxonVariant': 561173, '@ubio': '5862811', '@uniprot': '172264'}",,Solanum raphanifolium,Solanum raphanifolium
Lycium oxycarpum,Lycium oxycarpum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium oxycarpum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium oxycarpum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",596951,"{'@tb:identifier.taxon': 301703, '@tb:identifier.taxonVariant': 350397, '@ubio': '5892484', '@uniprot': '343888'}",,Lycium oxycarpum,Lycium oxycarpum
Solanum chacoense,Solanum chacoense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum chacoense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum chacoense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1020653,"{'@tb:identifier.taxon': 27151, '@tb:identifier.taxonVariant': 63398, '@ubio': '5862472', '@uniprot': '4108'}",,Solanum chacoense,Solanum chacoense
Nicotiana linearis,Nicotiana linearis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana linearis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana linearis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",733966,"{'@tb:identifier.taxon': 121186, '@tb:identifier.taxonVariant': 198996, '@ubio': '5862063', '@uniprot': '118701'}",,Nicotiana linearis,Nicotiana linearis
Schizanthus litoralis,Schizanthus litoralis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Schizanthus litoralis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Schizanthus litoralis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",668615,"{'@tb:identifier.taxon': 315569, '@tb:identifier.taxonVariant': 360793, '@ubio': '5985525', '@uniprot': '360633'}",,Schizanthus litoralis,Schizanthus litoralis
Nolana arequipensis,Nolana arequipensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana arequipensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana arequipensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",131401,"{'@tb:identifier.taxon': 395090, '@tb:identifier.taxonVariant': 784074}",,Nolana arequipensis,Nolana arequipensis
Solanum dimorphispinum,Solanum dimorphispinum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum dimorphispinum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum dimorphispinum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",939576,"{'@tb:identifier.taxon': 619558, '@tb:identifier.taxonVariant': 829637, '@ubio': '9108496'}",,Solanum dimorphispinum,Solanum dimorphispinum
Physalis pruinosa,Physalis pruinosa,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis pruinosa', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis pruinosa', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",364768,"{'@tb:identifier.taxon': 22186, '@tb:identifier.taxonVariant': 51589, '@ubio': '2776002', '@uniprot': '304161'}",,Physalis pruinosa,Physalis pruinosa
Oryctes nevadensis,Oryctes nevadensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Oryctes nevadensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Oryctes nevadensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",264832,"{'@tb:identifier.taxon': 19973, '@tb:identifier.taxonVariant': 46471, '@ubio': '2653653', '@uniprot': '304124'}",,Oryctes nevadensis,Oryctes nevadensis
Petunia mantiqueirensis,Petunia mantiqueirensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Petunia mantiqueirensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Petunia mantiqueirensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",341973,"{'@tb:identifier.taxon': 283620, '@tb:identifier.taxonVariant': 336731, '@ubio': '5912962', '@uniprot': '323108'}",,Petunia mantiqueirensis,Petunia mantiqueirensis
Calibrachoa parviflora,Calibrachoa parviflora,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Calibrachoa parviflora', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Calibrachoa parviflora', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",196189,"{'@tb:identifier.taxon': 308151, '@tb:identifier.taxonVariant': 355701, '@ubio': '2665884', '@uniprot': '352208'}",,Calibrachoa parviflora,Calibrachoa parviflora
Schizanthus integrifolius,Schizanthus integrifolius,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Schizanthus integrifolius', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Schizanthus integrifolius', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",713323,"{'@tb:identifier.taxon': 315566, '@tb:identifier.taxonVariant': 360787, '@ubio': '5985522', '@uniprot': '360630'}",,Schizanthus integrifolius,Schizanthus integrifolius
Solanum rovirosanum,Solanum rovirosanum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum rovirosanum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum rovirosanum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",210912,"{'@tb:identifier.taxon': 27265, '@tb:identifier.taxonVariant': 63631, '@ubio': '5862964', '@uniprot': '205577'}",,Solanum rovirosanum,Solanum rovirosanum
Jaltomata procumbens,Jaltomata procumbens,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata procumbens', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata procumbens', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",590332,"{'@tb:identifier.taxon': 14825, '@tb:identifier.taxonVariant': 34840, '@ubio': '2667660', '@uniprot': '45845'}",,Jaltomata procumbens,Jaltomata procumbens
Capsicum campylopodium,Capsicum campylopodium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Capsicum campylopodium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Capsicum campylopodium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1021807,"{'@tb:identifier.taxon': 397345, '@tb:identifier.taxonVariant': 406662, '@ubio': '5891453', '@uniprot': '462287'}",,Capsicum campylopodium,Capsicum campylopodium
Solanum rigescentoides,Solanum rigescentoides,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum rigescentoides', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum rigescentoides', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",192050,"{'@tb:identifier.taxon': 619591, '@tb:identifier.taxonVariant': 829670, '@ubio': '9165962'}",,Solanum rigescentoides,Solanum rigescentoides
Lycianthes moziniana,Lycianthes moziniana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes moziniana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes moziniana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",339708,"{'@tb:identifier.taxon': 342854, '@tb:identifier.taxonVariant': 378921, '@ubio': '5880728', '@uniprot': '393155'}",,Lycianthes moziniana,Lycianthes moziniana
