scientificName,phyloTreeTipLabel,phyloTreeFileName,dynamicProperties,^ot:ottId,^ot:taxonLink,^skos:prefLabel,^ot:ottTaxonName,^ot:originalLabel
Solanum appendiculatum,Solanum appendiculatum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum appendiculatum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum appendiculatum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",399749,"{'@tb:identifier.taxon': 632176, '@tb:identifier.taxonVariant': 847188, '@ubio': '9123975', '@uniprot': '115661'}",,Solanum appendiculatum,Solanum appendiculatum
Solanum adscendens,Solanum adscendens,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum adscendens', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum adscendens', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",886491,"{'@tb:identifier.taxon': 27120, '@tb:identifier.taxonVariant': 63334, '@ubio': '2676625', '@uniprot': '205523'}",,Solanum adscendens,Solanum adscendens
Witheringia cuneata,Witheringia cuneata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Witheringia cuneata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Witheringia cuneata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",745687,"{'@tb:identifier.taxon': 408229, '@tb:identifier.taxonVariant': 409997, '@ubio': '3440946', '@uniprot': '481621'}",,Witheringia cuneata,Witheringia cuneata
Lycium chinense,Lycium chinense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium chinense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium chinense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",58730,"{'@tb:identifier.taxon': 36713, '@tb:identifier.taxonVariant': 84970, '@ubio': '2653617', '@uniprot': '112883'}",,Lycium chinense,Lycium chinense
Solanum incurvum,Solanum incurvum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum incurvum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum incurvum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",845596,"{'@tb:identifier.taxon': 564521, '@tb:identifier.taxonVariant': 785374, '@ubio': '9155816', '@uniprot': '0'}",,Solanum incurvum,Solanum incurvum
Solanum goetzei,Solanum goetzei,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum goetzei', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum goetzei', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",414054,"{'@tb:identifier.taxon': 619565, '@tb:identifier.taxonVariant': 829644, '@ubio': '9183905'}",,Solanum goetzei,Solanum goetzei
Discopodium penninervium,Discopodium penninervium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Discopodium penninervium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Discopodium penninervium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",694252,"{'@tb:identifier.taxon': 408217, '@tb:identifier.taxonVariant': 409981, '@ubio': '9184394', '@uniprot': '481609'}",,Discopodium penninervium,Discopodium penninervium
Solanum comarapanum,Solanum comarapanum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum comarapanum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum comarapanum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",939587,,,Solanum comarapanum,Solanum comarapanum
Datura metel,Datura metel,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Datura metel', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Datura metel', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",689835,"{'@tb:identifier.taxon': 61337, '@tb:identifier.taxonVariant': 135066, '@ubio': '2771311', '@uniprot': '35625'}",,Datura metel,Datura metel
Solanum quadriloculatum,Solanum quadriloculatum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum quadriloculatum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum quadriloculatum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",193901,"{'@tb:identifier.taxon': 349420, '@tb:identifier.taxonVariant': 382912, '@ubio': '5888551', '@uniprot': '401005'}",,Solanum quadriloculatum,Solanum quadriloculatum
Lycium arenicola,Lycium arenicola,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium arenicola', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium arenicola', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",970947,"{'@tb:identifier.taxon': 301694, '@tb:identifier.taxonVariant': 350378, '@ubio': '9164585', '@uniprot': '343879'}",,Lycium arenicola,Lycium arenicola
Cestrum virgaurea,Cestrum virgaurea,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum virgaurea', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum virgaurea', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",242626,"{'@tb:identifier.taxon': 36720, '@tb:identifier.taxonVariant': 84985, '@ubio': '9138542', '@uniprot': '385347'}",,Cestrum virgaurea,Cestrum virgaurea
Lycianthes peduncularis,Lycianthes peduncularis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes peduncularis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes peduncularis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",339719,"{'@tb:identifier.taxon': 342857, '@tb:identifier.taxonVariant': 378924, '@ubio': '8728646', '@uniprot': '393158'}",,Lycianthes peduncularis,Lycianthes peduncularis
Solanum johnsonianum,Solanum johnsonianum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum johnsonianum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum johnsonianum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",991010,"{'@tb:identifier.taxon': 619572, '@tb:identifier.taxonVariant': 829651, '@ubio': '8399812'}",,Solanum johnsonianum,Solanum johnsonianum
Jaltomata umbellata,Jaltomata umbellata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata umbellata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata umbellata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",305676,"{'@tb:identifier.taxon': 570320, '@tb:identifier.taxonVariant': 790609, '@ubio': '9183706'}",,Jaltomata umbellata,Jaltomata umbellata
Solanum tripartitum,Solanum tripartitum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum tripartitum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum tripartitum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",326629,"{'@tb:identifier.taxon': 27288, '@tb:identifier.taxonVariant': 63673, '@ubio': '5862991', '@uniprot': '52879'}",,Solanum tripartitum,Solanum tripartitum
Nolana rostrata,Nolana rostrata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana rostrata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana rostrata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",899666,"{'@tb:identifier.taxon': 95047, '@tb:identifier.taxonVariant': 174218, '@ubio': '5877706', '@uniprot': '84197'}",,Nolana rostrata,Nolana rostrata
Physalis sordida,Physalis sordida,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis sordida', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis sordida', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",264849,"{'@tb:identifier.taxon': 22189, '@tb:identifier.taxonVariant': 51599, '@ubio': '5981235', '@uniprot': '304128'}",,Physalis sordida,Physalis sordida
Solanum sisymbriifolium,Solanum sisymbriifolium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum sisymbriifolium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum sisymbriifolium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",4047,"{'@tb:identifier.taxon': 27274, '@tb:identifier.taxonVariant': 63648, '@ubio': '2653550', '@uniprot': '205582'}",,Solanum sisymbriifolium,Solanum sisymbriifolium
Protoschwenkia mandonii,Protoschwenkia mandonii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Protoschwenkia mandonii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Protoschwenkia mandonii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",549358,"{'@tb:identifier.taxon': 376168, '@tb:identifier.taxonVariant': 398421, '@ubio': '9233643', '@uniprot': '434266'}",,Protoschwenkia mandonii,Protoschwenkia mandonii
Solanum capsiciforme,Solanum capsiciforme,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum capsiciforme', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum capsiciforme', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",503662,"{'@tb:identifier.taxon': 570039, '@tb:identifier.taxonVariant': 790062, '@ubio': '9108181'}",,Solanum capsiciforme,Solanum capsiciforme
Nolana werdermannii,Nolana werdermannii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana werdermannii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana werdermannii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",505224,"{'@tb:identifier.taxon': 362389, '@tb:identifier.taxonVariant': 390425, '@ubio': '9381405', '@uniprot': '416543'}",,Nolana werdermannii,Nolana werdermannii
Nolana sessiliflora,Nolana sessiliflora,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana sessiliflora', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana sessiliflora', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",551330,"{'@tb:identifier.taxon': 395105, '@tb:identifier.taxonVariant': 405840, '@ubio': '9382588', '@uniprot': '459201'}",,Nolana sessiliflora,Nolana sessiliflora
Solanum pennellii,Solanum pennellii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum pennellii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum pennellii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1069768,"{'@tb:identifier.taxon': 632151, '@tb:identifier.taxonVariant': 847163, '@ubio': '5862857', '@uniprot': '28526'}",,Solanum pennellii,Solanum pennellii
Iochroma lehmannii,Iochroma lehmannii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Iochroma lehmannii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Iochroma lehmannii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",498942,"{'@tb:identifier.taxon': 35202, '@tb:identifier.taxonVariant': 81571, '@ubio': '7148207', '@uniprot': '362362'}",,Iochroma lehmannii,Iochroma lehmannii
Solanum giganteum,Solanum giganteum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum giganteum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum giganteum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",573875,"{'@tb:identifier.taxon': 326586, '@tb:identifier.taxonVariant': 368143, '@ubio': '5863024', '@uniprot': '374017'}",,Solanum giganteum,Solanum giganteum
Solanum maglia,Solanum maglia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum maglia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum maglia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",598927,"{'@tb:identifier.taxon': 162432, '@tb:identifier.taxonVariant': 237432, '@ubio': '5862768', '@uniprot': '172791'}",,Solanum maglia,Solanum maglia
Datura rosei,Datura rosei,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Datura rosei', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Datura rosei', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",644771,"{'@tb:identifier.taxon': 619539, '@tb:identifier.taxonVariant': 829615, '@ubio': '3440095'}",,Datura rosei,Datura rosei
Iochroma calycinum,Iochroma calycinum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Iochroma calycinum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Iochroma calycinum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",974487,"{'@tb:identifier.taxon': 35210, '@tb:identifier.taxonVariant': 81595, '@ubio': '9116868', '@uniprot': '362353'}",,Iochroma calycinum,Iochroma calycinum
Cestrum tomentosum,Cestrum tomentosum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum tomentosum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum tomentosum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",242632,"{'@tb:identifier.taxon': 36723, '@tb:identifier.taxonVariant': 84992, '@ubio': '3439958', '@uniprot': '385344'}",,Cestrum tomentosum,Cestrum tomentosum
Cuatresia exiguiflora,Cuatresia exiguiflora,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cuatresia exiguiflora', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cuatresia exiguiflora', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",171407,"{'@tb:identifier.taxon': 408226, '@tb:identifier.taxonVariant': 409995, '@ubio': '9184764', '@uniprot': '481618'}",,Cuatresia exiguiflora,Cuatresia exiguiflora
Nolana incana,Nolana incana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana incana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana incana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",405124,"{'@tb:identifier.taxon': 95039, '@tb:identifier.taxonVariant': 174210, '@ubio': '5957962', '@uniprot': '84189'}",,Nolana incana,Nolana incana
Solanum polyadenium,Solanum polyadenium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum polyadenium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum polyadenium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",913165,"{'@tb:identifier.taxon': 632161, '@tb:identifier.taxonVariant': 847173, '@ubio': '5862832', '@uniprot': '62893'}",,Solanum polyadenium,Solanum polyadenium
Datura discolor,Datura discolor,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Datura discolor', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Datura discolor', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",644783,"{'@tb:identifier.taxon': 615219, '@tb:identifier.taxonVariant': 822775, '@ubio': '2653599'}",,Datura discolor,Datura discolor
Solanum etuberosum,Solanum etuberosum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum etuberosum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum etuberosum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",661308,"{'@tb:identifier.taxon': 632157, '@tb:identifier.taxonVariant': 847169, '@ubio': '5866287', '@uniprot': '200525'}",,Solanum etuberosum,Solanum etuberosum
Solanum multifidum,Solanum multifidum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum multifidum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum multifidum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",785112,"{'@tb:identifier.taxon': 632136, '@tb:identifier.taxonVariant': 847148, '@ubio': '5863023', '@uniprot': '205566'}",,Solanum multifidum,Solanum multifidum
Solanum hoehnei,Solanum hoehnei,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum hoehnei', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum hoehnei', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",261796,"{'@tb:identifier.taxon': 27192, '@tb:identifier.taxonVariant': 63479, '@ubio': '3440450', '@uniprot': '205555'}",,Solanum hoehnei,Solanum hoehnei
Lycium morongii,Lycium morongii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium morongii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium morongii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",560943,"{'@tb:identifier.taxon': 116735, '@tb:identifier.taxonVariant': 195088, '@ubio': '3440217', '@uniprot': '112875'}",,Lycium morongii,Lycium morongii
Solanum monarchostemon,Solanum monarchostemon,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum monarchostemon', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum monarchostemon', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",3869911,"{'@tb:identifier.taxon': 619582, '@tb:identifier.taxonVariant': 829661, '@ubio': '8935754'}",,Solanum monarchostemon,Solanum monarchostemon
Solanum pectinatum,Solanum pectinatum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum pectinatum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum pectinatum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",510737,"{'@tb:identifier.taxon': 27240, '@tb:identifier.taxonVariant': 63584, '@ubio': '3440629', '@uniprot': '238977'}",,Solanum pectinatum,Solanum pectinatum
Witheringia solanacea,Witheringia solanacea,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Witheringia solanacea', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Witheringia solanacea', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",326647,"{'@tb:identifier.taxon': 30940, '@tb:identifier.taxonVariant': 72209, '@ubio': '3440942', '@uniprot': '52874'}",,Witheringia solanacea,Witheringia solanacea
Solanum schomburgkii,Solanum schomburgkii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum schomburgkii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum schomburgkii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",192058,"{'@tb:identifier.taxon': 619632, '@tb:identifier.taxonVariant': 829720, '@ubio': '9135035'}",,Solanum schomburgkii,Solanum schomburgkii
Solanum sciadostylis,Solanum sciadostylis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum sciadostylis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum sciadostylis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",509382,"{'@tb:identifier.taxon': 40224, '@tb:identifier.taxonVariant': 93366, '@ubio': '5899069', '@uniprot': '265414'}",,Solanum sciadostylis,Solanum sciadostylis
Sclerophylax,Sclerophylax sp,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Sclerophylax sp', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Sclerophylax sp', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",24217,,,Sclerophylax,Sclerophylax sp
Nicotiana tomentosa,Nicotiana tomentosa,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana tomentosa', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana tomentosa', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",967556,"{'@tb:identifier.taxon': 76038, '@tb:identifier.taxonVariant': 418851, '@ubio': '2669884', '@uniprot': '57322'}",,Nicotiana tomentosa,Nicotiana tomentosa
Solanum asteropilodes,Solanum asteropilodes,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum asteropilodes', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum asteropilodes', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",364024,"{'@tb:identifier.taxon': 604549, '@tb:identifier.taxonVariant': 806741, '@ubio': '5989822'}",,Solanum asteropilodes,Solanum asteropilodes
Nolana laxa,Nolana laxa,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana laxa', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana laxa', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",705988,"{'@tb:identifier.taxon': 395098, '@tb:identifier.taxonVariant': 405831, '@ubio': '9381757', '@uniprot': '459194'}",,Nolana laxa,Nolana laxa
Solanum verrucosum,Solanum verrucosum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum verrucosum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum verrucosum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",774995,"{'@tb:identifier.taxon': 632159, '@tb:identifier.taxonVariant': 847171, '@ubio': '5866305', '@uniprot': '315347'}",,Solanum verrucosum,Solanum verrucosum
Witheringia meiantha,Witheringia meiantha,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Witheringia meiantha', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Witheringia meiantha', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",839490,"{'@tb:identifier.taxon': 30939, '@tb:identifier.taxonVariant': 72207, '@ubio': '5981231', '@uniprot': '304116'}",,Witheringia meiantha,Witheringia meiantha
Solanum tridynamum,Solanum tridynamum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum tridynamum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum tridynamum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",4026,"{'@tb:identifier.taxon': 27286, '@tb:identifier.taxonVariant': 63670, '@ubio': '5862925', '@uniprot': '205587'}",,Solanum tridynamum,Solanum tridynamum
Physalis crassifolia,Physalis crassifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis crassifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis crassifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1001027,"{'@tb:identifier.taxon': 22165, '@tb:identifier.taxonVariant': 51540, '@ubio': '2653665', '@uniprot': '49773'}",,Physalis crassifolia,Physalis crassifolia
Solanum galapagense,Solanum galapagense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum galapagense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum galapagense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",200836,"{'@tb:identifier.taxon': 276763, '@tb:identifier.taxonVariant': 330648, '@ubio': '5982351', '@uniprot': '315350'}",,Solanum galapagense,Solanum galapagense
Solanum beaugleholei,Solanum beaugleholei,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum beaugleholei', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum beaugleholei', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1044897,"{'@tb:identifier.taxon': 34297, '@tb:identifier.taxonVariant': 79173, '@ubio': '9108080', '@uniprot': '368026'}",,Solanum beaugleholei,Solanum beaugleholei
Archihyoscyamus leptocalyx,Hyoscyamus leptocalyx,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Hyoscyamus leptocalyx', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Hyoscyamus leptocalyx', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",5521784,"{'@tb:identifier.taxon': 619541, '@tb:identifier.taxonVariant': 829617, '@ubio': '9234648'}",,Archihyoscyamus leptocalyx,Hyoscyamus leptocalyx
