scientificName,phyloTreeTipLabel,phyloTreeFileName,^skos:prefLabel,^ot:originalLabel,^ot:ottTaxonName,^ot:taxonLink,^ot:ottId
Solanum palitans,Solanum palitans,ot_1003_Tr100305.nex,-,Solanum palitans,Solanum palitans,"{'@tb:identifier.taxon': 632134, '@tb:identifier.taxonVariant': 847146, '@ubio': '5909425', '@uniprot': '159022'}",896438
Solanum adhaerens,Solanum adhaerens,ot_1003_Tr100305.nex,-,Solanum adhaerens,Solanum adhaerens,"{'@tb:identifier.taxon': 27119, '@tb:identifier.taxonVariant': 63331, '@ubio': '3440769', '@uniprot': '115660'}",207710
Solanum toliaraea,Solanum toliaraea,ot_1003_Tr100305.nex,-,Solanum toliaraea,Solanum toliaraea,"{'@tb:identifier.taxon': 27283, '@tb:identifier.taxonVariant': 63665, '@ubio': '5970604', '@uniprot': '205586'}",284314
Lycium stenophyllum,Lycium stenophyllum,ot_1003_Tr100305.nex,-,Lycium stenophyllum,Lycium stenophyllum,"{'@tb:identifier.taxon': 362386, '@tb:identifier.taxonVariant': 513716, '@ubio': '9119308', '@uniprot': '416540'}",505217
Lycium horridum,Lycium horridum,ot_1003_Tr100305.nex,-,Lycium horridum,Lycium horridum,"{'@tb:identifier.taxon': 301699, '@tb:identifier.taxonVariant': 350389, '@ubio': '5843330', '@uniprot': '343884'}",596968
Physalis mollis,Physalis mollis,ot_1003_Tr100305.nex,-,Physalis mollis,Physalis mollis,"{'@tb:identifier.taxon': 22181, '@tb:identifier.taxonVariant': 51577, '@ubio': '2668645', '@uniprot': '304156'}",940388
Solanum macoorai,Solanum macoorai,ot_1003_Tr100305.nex,-,Solanum macoorai,Solanum macoorai,"{'@tb:identifier.taxon': 619580, '@tb:identifier.taxonVariant': 829659, '@ubio': '9242030'}",464536
Capsicum pubescens,Capsicum pubescens,ot_1003_Tr100305.nex,-,Capsicum pubescens,Capsicum pubescens,"{'@tb:identifier.taxon': 117021, '@tb:identifier.taxonVariant': 427614, '@ubio': '2669893', '@uniprot': '113210'}",585222
Physalis lanceolata,Physalis lanceolata,ot_1003_Tr100305.nex,-,Physalis lanceolata,Physalis lanceolata,"{'@tb:identifier.taxon': 22173, '@tb:identifier.taxonVariant': 51562, '@ubio': '2776001', '@uniprot': '304150'}",940393
Solanum petraeum,Solanum petraeum,ot_1003_Tr100305.nex,-,Solanum petraeum,Solanum petraeum,"{'@tb:identifier.taxon': 34302, '@tb:identifier.taxonVariant': 79184, '@ubio': '9235902', '@uniprot': '368038'}",518412
Solanum platense,Solanum platense,ot_1003_Tr100305.nex,-,Solanum platense,Solanum platense,"{'@tb:identifier.taxon': 27246, '@tb:identifier.taxonVariant': 63596, '@ubio': '5977620', '@uniprot': '267269'}",877387
Solanum chippendalei,Solanum chippendalei,ot_1003_Tr100305.nex,-,Solanum chippendalei,Solanum chippendalei,"{'@tb:identifier.taxon': 34294, '@tb:identifier.taxonVariant': 79167, '@ubio': '9108233', '@uniprot': '368029'}",1044888
Solanum hjertingii,Solanum hjertingii,ot_1003_Tr100305.nex,-,Solanum hjertingii,Solanum hjertingii,"{'@tb:identifier.taxon': 276753, '@tb:identifier.taxonVariant': 330628, '@ubio': '5861959', '@uniprot': '315338'}",46926
Solanum heinianum,Solanum heinianum,ot_1003_Tr100305.nex,-,Solanum heinianum,Solanum heinianum,"{'@tb:identifier.taxon': 27187, '@tb:identifier.taxonVariant': 63469, '@ubio': '5983844', '@uniprot': '329776'}",14218
Solanum obliquum,Solanum obliquum,ot_1003_Tr100305.nex,-,Solanum obliquum,Solanum obliquum,"{'@tb:identifier.taxon': 40204, '@tb:identifier.taxonVariant': 93325, '@ubio': '5899093', '@uniprot': '265405'}",722338
Solanum achacachense,Solanum achacachense,ot_1003_Tr100305.nex,-,Solanum achacachense,Solanum achacachense,"{'@tb:identifier.taxon': 278955, '@tb:identifier.taxonVariant': 561296, '@ubio': '5864253', '@uniprot': '317814'}",973477
Streptosolen jamesonii,Streptosolen jamesonii,ot_1003_Tr100305.nex,-,Streptosolen jamesonii,Streptosolen jamesonii,"{'@tb:identifier.taxon': 28093, '@tb:identifier.taxonVariant': 65570, '@ubio': '2676646', '@uniprot': '310464'}",74554
Solanum tampicense,Solanum tampicense,ot_1003_Tr100305.nex,-,Solanum tampicense,Solanum tampicense,"{'@tb:identifier.taxon': 562418, '@tb:identifier.taxonVariant': 744848, '@ubio': '2671821', '@uniprot': '693387'}",814375
Lycium truncatum,Lycium truncatum,ot_1003_Tr100305.nex,-,Lycium truncatum,Lycium truncatum,"{'@tb:identifier.taxon': 619546, '@tb:identifier.taxonVariant': 829625, '@ubio': '9177675'}",798219
Lycianthes jelskii,Lycianthes jelskii,ot_1003_Tr100305.nex,-,Lycianthes jelskii,Lycianthes jelskii,"{'@tb:identifier.taxon': 342852, '@tb:identifier.taxonVariant': 378919, '@ubio': '9118082', '@uniprot': '393153'}",339702
Solanum piurae,Solanum piurae,ot_1003_Tr100305.nex,-,Solanum piurae,Solanum piurae,"{'@tb:identifier.taxon': 27245, '@tb:identifier.taxonVariant': 63594, '@ubio': '5862828', '@uniprot': '205571'}",1029740
Calibrachoa pygmaea,Calibrachoa pygmaea,ot_1003_Tr100305.nex,-,Calibrachoa pygmaea,Calibrachoa pygmaea,"{'@tb:identifier.taxon': 283628, '@tb:identifier.taxonVariant': 336742, '@ubio': '5913007', '@uniprot': '323116'}",446935
Schwenckia glabrata,Schwenckia glabrata,ot_1003_Tr100305.nex,-,Schwenckia glabrata,Schwenckia glabrata,"{'@tb:identifier.taxon': 219054, '@tb:identifier.taxonVariant': 285685, '@ubio': '3440372', '@uniprot': '242622'}",697333
Solanum vansittartense,Solanum vansittartense,ot_1003_Tr100305.nex,-,Solanum vansittartense,Solanum vansittartense,"{'@tb:identifier.taxon': 48225, '@tb:identifier.taxonVariant': 114550, '@ubio': '9216022', '@uniprot': '368042'}",99743
Nierembergia rigida,Nierembergia rigida,ot_1003_Tr100305.nex,-,Nierembergia rigida,Nierembergia rigida,"{'@tb:identifier.taxon': 41296, '@tb:identifier.taxonVariant': 96260, '@ubio': '9120531', '@uniprot': '274385'}",898776
Schizanthus porrigens,Schizanthus porrigens,ot_1003_Tr100305.nex,-,Schizanthus porrigens,Schizanthus porrigens,"{'@tb:identifier.taxon': 315571, '@tb:identifier.taxonVariant': 360797, '@ubio': '5985527', '@uniprot': '360635'}",668611
Nicotiana amplexicaulis,Nicotiana amplexicaulis,ot_1003_Tr100305.nex,-,Nicotiana amplexicaulis,Nicotiana amplexicaulis,"{'@tb:identifier.taxon': 121179, '@tb:identifier.taxonVariant': 198988, '@ubio': '5845854', '@uniprot': '118693'}",1031848
Solanum mahoriense,Solanum mahoriense,ot_1003_Tr100305.nex,-,Solanum mahoriense,Solanum mahoriense,"{'@tb:identifier.taxon': 27212, '@tb:identifier.taxonVariant': 113550, '@ubio': '3440552', '@uniprot': '205562'}",785123
Larnax suffruticosa,Larnax suffruticosa,ot_1003_Tr100305.nex,-,Larnax suffruticosa,Larnax suffruticosa,"{'@tb:identifier.taxon': 118765, '@tb:identifier.taxonVariant': 197115, '@ubio': '5960797', '@uniprot': '115740'}",228732
Jaltomata salpoensis,Jaltomata salpoensis,ot_1003_Tr100305.nex,-,Jaltomata salpoensis,Jaltomata salpoensis,"{'@tb:identifier.taxon': 570318, '@tb:identifier.taxonVariant': 790607, '@ubio': '9192006'}",532711
Solanum savanillense,Solanum savanillense,ot_1003_Tr100305.nex,-,Solanum savanillense,Solanum savanillense,"{'@tb:identifier.taxon': 564523, '@tb:identifier.taxonVariant': 785376, '@ubio': '9228658', '@uniprot': '0'}",845600
Solanum corifolium,Solanum corifolium,ot_1003_Tr100305.nex,-,Solanum corifolium,Solanum corifolium,"{'@tb:identifier.taxon': 349409, '@tb:identifier.taxonVariant': 382900, '@ubio': '9108395', '@uniprot': '400994'}",360994
Solanum ellipticum,Solanum ellipticum,ot_1003_Tr100305.nex,-,Solanum ellipticum,Solanum ellipticum,"{'@tb:identifier.taxon': 349411, '@tb:identifier.taxonVariant': 382903, '@ubio': '5863100', '@uniprot': '400996'}",360998
Grammosolen truncatus,Grammosolen truncatus,ot_1003_Tr100305.nex,-,Grammosolen truncatus,Grammosolen truncatus,"{'@tb:identifier.taxon': 12516, '@tb:identifier.taxonVariant': 29691, '@ubio': '5969252', '@uniprot': '195740'}",134184
Solanum leptophyes,Solanum leptophyes,ot_1003_Tr100305.nex,-,Solanum leptophyes,Solanum leptophyes,"{'@tb:identifier.taxon': 162435, '@tb:identifier.taxonVariant': 237436, '@ubio': '5861907', '@uniprot': '172794'}",598914
Solanum inelegans,Solanum inelegans,ot_1003_Tr100305.nex,-,Solanum inelegans,Solanum inelegans,"{'@tb:identifier.taxon': 27197, '@tb:identifier.taxonVariant': 63491, '@ubio': '3440490', '@uniprot': '205556'}",261802
Solanum arboreum,Solanum arboreum,ot_1003_Tr100305.nex,-,Solanum arboreum,Solanum arboreum,"{'@tb:identifier.taxon': 632147, '@tb:identifier.taxonVariant': 847159, '@ubio': '9186083', '@uniprot': '45833'}",121207
Lycianthes asarifolia,Lycianthes asarifolia,ot_1003_Tr100305.nex,-,Lycianthes asarifolia,Lycianthes asarifolia,"{'@tb:identifier.taxon': 342845, '@tb:identifier.taxonVariant': 503523, '@ubio': '2670982', '@uniprot': '393146'}",914549
Solanum roseum,Solanum roseum,ot_1003_Tr100305.nex,-,Solanum roseum,Solanum roseum,"{'@tb:identifier.taxon': 40234, '@tb:identifier.taxonVariant': 93392, '@ubio': '5899088', '@uniprot': '265412'}",875005
Lycium gariepense,Lycium gariepense,ot_1003_Tr100305.nex,-,Lycium gariepense,Lycium gariepense,"{'@tb:identifier.taxon': 362377, '@tb:identifier.taxonVariant': 390406, '@ubio': '10330807', '@uniprot': '416531'}",86079
Solanum cajanumense,Solanum cajanumense,ot_1003_Tr100305.nex,-,Solanum cajanumense,Solanum cajanumense,"{'@tb:identifier.taxon': 40210, '@tb:identifier.taxonVariant': 93339, '@ubio': '5993461', '@uniprot': '265391'}",280094
Solanum tenuisetosum,Solanum tenuisetosum,ot_1003_Tr100305.nex,-,Solanum tenuisetosum,Solanum tenuisetosum,"{'@tb:identifier.taxon': 40220, '@tb:identifier.taxonVariant': 93358, '@ubio': '5899091', '@uniprot': '265418'}",509412
Nicotiana longiflora,Nicotiana longiflora,ot_1003_Tr100305.nex,-,Nicotiana longiflora,Nicotiana longiflora,"{'@tb:identifier.taxon': 121187, '@tb:identifier.taxonVariant': 428795, '@ubio': '2653648', '@uniprot': '118702'}",733964
Solanum palinacanthum,Solanum palinacanthum,ot_1003_Tr100305.nex,-,Solanum palinacanthum,Solanum palinacanthum,"{'@tb:identifier.taxon': 27234, '@tb:identifier.taxonVariant': 63570, '@ubio': '5863109', '@uniprot': '238978'}",882310
Solanum clarum,Solanum clarum,ot_1003_Tr100305.nex,-,Solanum clarum,Solanum clarum,"{'@tb:identifier.taxon': 276751, '@tb:identifier.taxonVariant': 330625, '@ubio': '5862505', '@uniprot': '315335'}",46938
Nolana albescens,Nolana albescens,ot_1003_Tr100305.nex,-,Nolana albescens,Nolana albescens,"{'@tb:identifier.taxon': 95021, '@tb:identifier.taxonVariant': 174192, '@ubio': '5957948', '@uniprot': '84171'}",696735
Physochlaina infundibularis,Physochlaina infundibularis,ot_1003_Tr100305.nex,-,Physochlaina infundibularis,Physochlaina infundibularis,"{'@tb:identifier.taxon': 429032, '@tb:identifier.taxonVariant': 565243, '@ubio': '9178401', '@uniprot': '540827'}",383961
Solanum bonariense,Solanum bonariense,ot_1003_Tr100305.nex,-,Solanum bonariense,Solanum bonariense,"{'@tb:identifier.taxon': 604543, '@tb:identifier.taxonVariant': 806735, '@ubio': '5862356'}",364007
Lycium cooperi,Lycium cooperi,ot_1003_Tr100305.nex,-,Lycium cooperi,Lycium cooperi,"{'@tb:identifier.taxon': 127949, '@tb:identifier.taxonVariant': 205496, '@ubio': '2653618', '@uniprot': '127633'}",109758
Solanum betaceum,Solanum betaceum,ot_1003_Tr100305.nex,-,Solanum betaceum,Solanum betaceum,"{'@tb:identifier.taxon': 632144, '@tb:identifier.taxonVariant': 847156, '@ubio': '5862325', '@uniprot': '45843'}",590315
Cyphanthera albicans,Cyphanthera albicans,ot_1003_Tr100305.nex,-,Cyphanthera albicans,Cyphanthera albicans,"{'@tb:identifier.taxon': 8147, '@tb:identifier.taxonVariant': 19610, '@ubio': '5969248', '@uniprot': '195731'}",810425
Athenaea,Athenaea sp,ot_1003_Tr100305.nex,-,Athenaea sp,Athenaea,-,5506230
Solanum nigriviolaceum,Solanum nigriviolaceum,ot_1003_Tr100305.nex,-,Solanum nigriviolaceum,Solanum nigriviolaceum,"{'@tb:identifier.taxon': 546234, '@tb:identifier.taxonVariant': 724382, '@ubio': '9225775', '@uniprot': '666134'}",331169
Jaltomata paneroi,Jaltomata paneroi,ot_1003_Tr100305.nex,-,Jaltomata paneroi,Jaltomata paneroi,"{'@tb:identifier.taxon': 14824, '@tb:identifier.taxonVariant': 34832, '@ubio': '8946155'}",532697
Markea panamensis,Markea panamensis,ot_1003_Tr100305.nex,-,Markea panamensis,Markea panamensis,"{'@tb:identifier.taxon': 429022, '@tb:identifier.taxonVariant': 565233, '@ubio': '9119495', '@uniprot': '540813'}",1011308
Nicotiana pauciflora,Nicotiana pauciflora,ot_1003_Tr100305.nex,-,Nicotiana pauciflora,Nicotiana pauciflora,"{'@tb:identifier.taxon': 184585, '@tb:identifier.taxonVariant': 444878, '@ubio': '5862059', '@uniprot': '200315'}",232348
Deprea sylvarum,Larnax sylvarum,ot_1003_Tr100305.nex,-,Larnax sylvarum,Deprea sylvarum,"{'@tb:identifier.taxon': 15322, '@tb:identifier.taxonVariant': 35973, '@ubio': '5981223', '@uniprot': '304103'}",950217
Iochroma umbellatum,Iochroma umbellatum,ot_1003_Tr100305.nex,-,Iochroma umbellatum,Iochroma umbellatum,"{'@tb:identifier.taxon': 35194, '@tb:identifier.taxonVariant': 81548, '@ubio': '9182743', '@uniprot': '362374'}",1024740
Solanum alandiae,Solanum alandiae,ot_1003_Tr100305.nex,-,Solanum alandiae,Solanum alandiae,"{'@tb:identifier.taxon': 278958, '@tb:identifier.taxonVariant': 561291, '@ubio': '5864235', '@uniprot': '317817'}",973485
Solanum kwebense,Solanum kwebense,ot_1003_Tr100305.nex,-,Solanum kwebense,Solanum kwebense,"{'@tb:identifier.taxon': 27202, '@tb:identifier.taxonVariant': 63504, '@ubio': '5888914', '@uniprot': '329781'}",691767
Nolana lycioides,Nolana lycioides,ot_1003_Tr100305.nex,-,Nolana lycioides,Nolana lycioides,"{'@tb:identifier.taxon': 95042, '@tb:identifier.taxonVariant': 174213, '@ubio': '5845980', '@uniprot': '84192'}",899675
Nierembergia ericoides,Nierembergia ericoides,ot_1003_Tr100305.nex,-,Nierembergia ericoides,Nierembergia ericoides,"{'@tb:identifier.taxon': 41304, '@tb:identifier.taxonVariant': 96276, '@ubio': '9499698', '@uniprot': '274374'}",474444
Solanum campanulatum,Solanum campanulatum,ot_1003_Tr100305.nex,-,Solanum campanulatum,Solanum campanulatum,"{'@tb:identifier.taxon': 27143, '@tb:identifier.taxonVariant': 63384, '@ubio': '5970590', '@uniprot': '205535'}",311874
Solanum capsicoides,Solanum capsicoides,ot_1003_Tr100305.nex,-,Solanum capsicoides,Solanum capsicoides,"{'@tb:identifier.taxon': 27148, '@tb:identifier.taxonVariant': 63392, '@ubio': '2669389', '@uniprot': '205536'}",311868
Solanum stuckertii,Solanum stuckertii,ot_1003_Tr100305.nex,-,Solanum stuckertii,Solanum stuckertii,"{'@tb:identifier.taxon': 40231, '@tb:identifier.taxonVariant': 93385, '@ubio': '5899060', '@uniprot': '265416'}",509378
Solanum pedemontanum,Solanum pedemontanum,ot_1003_Tr100305.nex,-,Solanum pedemontanum,Solanum pedemontanum,"{'@tb:identifier.taxon': 604578, '@tb:identifier.taxonVariant': 806770, '@ubio': '3440412'}",766365
Lycianthes synanthera,Lycianthes synanthera,ot_1003_Tr100305.nex,-,Lycianthes synanthera,Lycianthes synanthera,"{'@tb:identifier.taxon': 342866, '@tb:identifier.taxonVariant': 378933, '@ubio': '9118644', '@uniprot': '393167'}",864336
Jaltomata cajacayensis,Jaltomata cajacayensis,ot_1003_Tr100305.nex,-,Jaltomata cajacayensis,Jaltomata cajacayensis,"{'@tb:identifier.taxon': 570324, '@tb:identifier.taxonVariant': 790620, '@ubio': '3440128'}",482500
Solanum capense,Solanum capense,ot_1003_Tr100305.nex,-,Solanum capense,Solanum capense,"{'@tb:identifier.taxon': 27147, '@tb:identifier.taxonVariant': 63391, '@ubio': '5983837', '@uniprot': '329766'}",535385
Lycium acutifolium,Lycium acutifolium,ot_1003_Tr100305.nex,-,Lycium acutifolium,Lycium acutifolium,"{'@tb:identifier.taxon': 362369, '@tb:identifier.taxonVariant': 390393, '@ubio': '9164391', '@uniprot': '416523'}",660393
Cestrum strigilatum,Cestrum strigilatum,ot_1003_Tr100305.nex,-,Cestrum strigilatum,Cestrum strigilatum,"{'@tb:identifier.taxon': 260233, '@tb:identifier.taxonVariant': 317892, '@ubio': '3439998', '@uniprot': '295493'}",275967
Anthocercis gracilis,Anthocercis gracilis,ot_1003_Tr100305.nex,-,Anthocercis gracilis,Anthocercis gracilis,"{'@tb:identifier.taxon': 1853, '@tb:identifier.taxonVariant': 4533, '@ubio': '5969239', '@uniprot': '195718'}",759264
Nicotiana thyrsiflora,Nicotiana thyrsiflora,ot_1003_Tr100305.nex,-,Nicotiana thyrsiflora,Nicotiana thyrsiflora,"{'@tb:identifier.taxon': 184588, '@tb:identifier.taxonVariant': 257217, '@ubio': '5845938', '@uniprot': '200318'}",232341
Physalis ignota,Physalis ignota,ot_1003_Tr100305.nex,-,Physalis ignota,Physalis ignota,"{'@tb:identifier.taxon': 22171, '@tb:identifier.taxonVariant': 51556, '@ubio': '3440325', '@uniprot': '304148'}",298448
Nicotiana wigandioides,Nicotiana wigandioides,ot_1003_Tr100305.nex,-,Nicotiana wigandioides,Nicotiana wigandioides,"{'@tb:identifier.taxon': 184587, '@tb:identifier.taxonVariant': 257216, '@ubio': '3440272', '@uniprot': '200317'}",232352
Solanum caesium,Solanum caesium,ot_1003_Tr100305.nex,-,Solanum caesium,Solanum caesium,"{'@tb:identifier.taxon': 27141, '@tb:identifier.taxonVariant': 63382, '@ubio': '5862402', '@uniprot': '205533'}",311878
Atropanthe sinensis,Atropanthe sinensis,ot_1003_Tr100305.nex,-,Atropanthe sinensis,Atropanthe sinensis,"{'@tb:identifier.taxon': 232608, '@tb:identifier.taxonVariant': 295151, '@ubio': '5875688', '@uniprot': '258461'}",570499
Jaltomata tayabambae,Jaltomata tayabambae,ot_1003_Tr100305.nex,-,Jaltomata tayabambae,Jaltomata tayabambae,-,68607
Solanum reductum,Solanum reductum,ot_1003_Tr100305.nex,-,Solanum reductum,Solanum reductum,"{'@tb:identifier.taxon': 619590, '@tb:identifier.taxonVariant': 829669, '@ubio': '3440546'}",3870116
Solanum aethiopicum,Solanum aethiopicum,ot_1003_Tr100305.nex,-,Solanum aethiopicum,Solanum aethiopicum,"{'@tb:identifier.taxon': 27121, '@tb:identifier.taxonVariant': 63336, '@ubio': '2669866', '@uniprot': '205524'}",886496
Solanum inaequilaterum,Solanum inaequilaterum,ot_1003_Tr100305.nex,-,Solanum inaequilaterum,Solanum inaequilaterum,"{'@tb:identifier.taxon': 619570, '@tb:identifier.taxonVariant': 829649, '@ubio': '9208732'}",991000
Benthamiella patagonica,Benthamiella patagonica,ot_1003_Tr100305.nex,-,Benthamiella patagonica,Benthamiella patagonica,"{'@tb:identifier.taxon': 619535, '@tb:identifier.taxonVariant': 829611, '@ubio': '9166805'}",5521811
Solanum melissarum,Solanum melissarum,ot_1003_Tr100305.nex,-,Solanum melissarum,Solanum melissarum,"{'@tb:identifier.taxon': 40223, '@tb:identifier.taxonVariant': 93362, '@ubio': '5993471', '@uniprot': '265423'}",985296
Solanum lucani,Solanum lucani,ot_1003_Tr100305.nex,-,Solanum lucani,Solanum lucani,"{'@tb:identifier.taxon': 619578, '@tb:identifier.taxonVariant': 829657, '@ubio': '9109139'}",464549
Physalis minima,Physalis minima,ot_1003_Tr100305.nex,-,Physalis minima,Physalis minima,"{'@tb:identifier.taxon': 22179, '@tb:identifier.taxonVariant': 51574, '@ubio': '2668644', '@uniprot': '304153'}",940395
Lycianthes nitida,Lycianthes nitida,ot_1003_Tr100305.nex,-,Lycianthes nitida,Lycianthes nitida,"{'@tb:identifier.taxon': 342856, '@tb:identifier.taxonVariant': 378923, '@ubio': '3440192', '@uniprot': '393157'}",339713
Solanum conditum,Solanum conditum,ot_1003_Tr100305.nex,-,Solanum conditum,Solanum conditum,"{'@tb:identifier.taxon': 27159, '@tb:identifier.taxonVariant': 63415, '@ubio': '3440807', '@uniprot': '205542'}",836449
Solanum tarijense,Solanum tarijense,ot_1003_Tr100305.nex,-,Solanum tarijense,Solanum tarijense,"{'@tb:identifier.taxon': 231720, '@tb:identifier.taxonVariant': 461644, '@ubio': '5862794', '@uniprot': '257458'}",938131
Nolana intonsa,Nolana intonsa,ot_1003_Tr100305.nex,-,Nolana intonsa,Nolana intonsa,"{'@tb:identifier.taxon': 395096, '@tb:identifier.taxonVariant': 405828, '@ubio': '9382780', '@uniprot': '459192'}",705976
Solanum scabrifolium,Solanum scabrifolium,ot_1003_Tr100305.nex,-,Solanum scabrifolium,Solanum scabrifolium,"{'@tb:identifier.taxon': 278974, '@tb:identifier.taxonVariant': 332737, '@ubio': '5867875', '@uniprot': '317833'}",1023756
Physalis patula,Physalis patula,ot_1003_Tr100305.nex,-,Physalis patula,Physalis patula,"{'@tb:identifier.taxon': 22183, '@tb:identifier.taxonVariant': 51581, '@ubio': '5981241', '@uniprot': '304160'}",364766
,Lycium boerhaviifolium,ot_1003_Tr100305.nex,-,Lycium boerhaviifolium,-,-,-
Nolana volcanica,Nolana volcanica,ot_1003_Tr100305.nex,-,Nolana volcanica,Nolana volcanica,"{'@tb:identifier.taxon': 395109, '@tb:identifier.taxonVariant': 405847, '@ubio': '9382811', '@uniprot': '459205'}",551337
Solanum iopetalum,Solanum iopetalum,ot_1003_Tr100305.nex,-,Solanum iopetalum,Solanum iopetalum,"{'@tb:identifier.taxon': 87047, '@tb:identifier.taxonVariant': 165810, '@ubio': '3440830', '@uniprot': '73572'}",887238
Lycium andersonii,Lycium andersonii,ot_1003_Tr100305.nex,-,Lycium andersonii,Lycium andersonii,"{'@tb:identifier.taxon': 97645, '@tb:identifier.taxonVariant': 176824, '@ubio': '2653613', '@uniprot': '87540'}",1004203
Solanum nemophilum,Solanum nemophilum,ot_1003_Tr100305.nex,-,Solanum nemophilum,Solanum nemophilum,"{'@tb:identifier.taxon': 27228, '@tb:identifier.taxonVariant': 63559, '@ubio': '5983848', '@uniprot': '329790'}",1002008
Cestrum laxum,Cestrum laxum,ot_1003_Tr100305.nex,-,Cestrum laxum,Cestrum laxum,"{'@tb:identifier.taxon': 36735, '@tb:identifier.taxonVariant': 85019, '@ubio': '3440055', '@uniprot': '385331'}",583028
Solanum sucrense,Solanum sucrense,ot_1003_Tr100305.nex,-,Solanum sucrense,Solanum sucrense,"{'@tb:identifier.taxon': 154765, '@tb:identifier.taxonVariant': 230203, '@ubio': '5862730', '@uniprot': '162494'}",5145481
Solanum incamayoense,Solanum incamayoense,ot_1003_Tr100305.nex,-,Solanum incamayoense,Solanum incamayoense,"{'@tb:identifier.taxon': 278965, '@tb:identifier.taxonVariant': 332721, '@ubio': '5873717', '@uniprot': '317824'}",495234
Solanum tomentosum,Solanum tomentosum,ot_1003_Tr100305.nex,-,Solanum tomentosum,Solanum tomentosum,"{'@tb:identifier.taxon': 27284, '@tb:identifier.taxonVariant': 63666, '@ubio': '5983854', '@uniprot': '329802'}",701410
Solanum lepidotum,Solanum lepidotum,ot_1003_Tr100305.nex,-,Solanum lepidotum,Solanum lepidotum,"{'@tb:identifier.taxon': 27206, '@tb:identifier.taxonVariant': 63512, '@ubio': '3440676', '@uniprot': '205560'}",785119
Solanum uncinellum,Solanum uncinellum,ot_1003_Tr100305.nex,-,Solanum uncinellum,Solanum uncinellum,"{'@tb:identifier.taxon': 619631, '@tb:identifier.taxonVariant': 829719, '@ubio': '9220986'}",5784010
Lycianthes jalicensis,Lycianthes jalicensis,ot_1003_Tr100305.nex,-,Lycianthes jalicensis,Lycianthes jalicensis,"{'@tb:identifier.taxon': 342851, '@tb:identifier.taxonVariant': 378918, '@ubio': '9415685', '@uniprot': '393152'}",339706
Solanum crinitum,Solanum crinitum,ot_1003_Tr100305.nex,-,Solanum crinitum,Solanum crinitum,"{'@tb:identifier.taxon': 27163, '@tb:identifier.taxonVariant': 63425, '@ubio': '3440885', '@uniprot': '205544'}",836460
Sclerophylax spinescens,Sclerophylax spinescens,ot_1003_Tr100305.nex,-,Sclerophylax spinescens,Sclerophylax spinescens,"{'@tb:identifier.taxon': 362390, '@tb:identifier.taxonVariant': 390426, '@ubio': '3440376', '@uniprot': '416544'}",505205
Nierembergia hatschbachii,Nierembergia hatschbachii,ot_1003_Tr100305.nex,-,Nierembergia hatschbachii,Nierembergia hatschbachii,"{'@tb:identifier.taxon': 41302, '@tb:identifier.taxonVariant': 96273, '@ubio': '8361040', '@uniprot': '316307'}",934781
Physalis microcarpa,Physalis microcarpa,ot_1003_Tr100305.nex,-,Physalis microcarpa,Physalis microcarpa,"{'@tb:identifier.taxon': 22177, '@tb:identifier.taxonVariant': 51569, '@ubio': '5981239', '@uniprot': '304152'}",940398
Solanum immite,Solanum immite,ot_1003_Tr100305.nex,-,Solanum immite,Solanum immite,"{'@tb:identifier.taxon': 278964, '@tb:identifier.taxonVariant': 332719, '@ubio': '1801067', '@uniprot': '317823'}",447376
Scopolia lutescens,Scopolia lutescens,ot_1003_Tr100305.nex,-,Scopolia lutescens,Scopolia lutescens,"{'@tb:identifier.taxon': 232603, '@tb:identifier.taxonVariant': 295146, '@ubio': '5976533', '@uniprot': '258456'}",100821
Solanum mite,Solanum mite,ot_1003_Tr100305.nex,-,Solanum mite,Solanum mite,"{'@tb:identifier.taxon': 564522, '@tb:identifier.taxonVariant': 785375, '@ubio': '9131695', '@uniprot': '0'}",845594
Dunalia spinosa,Dunalia spinosa,ot_1003_Tr100305.nex,-,Dunalia spinosa,Dunalia spinosa,"{'@tb:identifier.taxon': 35211, '@tb:identifier.taxonVariant': 81601, '@ubio': '9116199', '@uniprot': '362349'}",448164
Nierembergia graveolens,Nierembergia graveolens,ot_1003_Tr100305.nex,-,Nierembergia graveolens,Nierembergia graveolens,"{'@tb:identifier.taxon': 41303, '@tb:identifier.taxonVariant': 96275, '@ubio': '1800599', '@uniprot': '289840'}",662668
Nolana tarapacana,Nolana tarapacana,ot_1003_Tr100305.nex,-,Nolana tarapacana,Nolana tarapacana,"{'@tb:identifier.taxon': 395106, '@tb:identifier.taxonVariant': 405842, '@ubio': '9382608', '@uniprot': '459202'}",551324
Solanum batoides,Solanum batoides,ot_1003_Tr100305.nex,-,Solanum batoides,Solanum batoides,"{'@tb:identifier.taxon': 619553, '@tb:identifier.taxonVariant': 829632, '@ubio': '9245507'}",3870014
Capsicum frutescens,Capsicum frutescens,ot_1003_Tr100305.nex,-,Capsicum frutescens,Capsicum frutescens,"{'@tb:identifier.taxon': 50894, '@tb:identifier.taxonVariant': 120464, '@ubio': '2813851', '@uniprot': '4073'}",473831
Deprea hawkesii,Larnax hawkesii,ot_1003_Tr100305.nex,-,Larnax hawkesii,Deprea hawkesii,"{'@tb:identifier.taxon': 118758, '@tb:identifier.taxonVariant': 197108, '@ubio': '5960789', '@uniprot': '115732'}",903509
