scientificName,phyloTreeTipLabel,phyloTreeFileName,^skos:prefLabel,^ot:originalLabel,^ot:ottTaxonName,^ot:taxonLink,^ot:ottId
Dyssochroma viridiflora,Dyssochroma viridiflora,ot_1003_Tr100305.nex,-,Dyssochroma viridiflora,Dyssochroma viridiflora,"{'@tb:identifier.taxon': 429013, '@tb:identifier.taxonVariant': 565206, '@ubio': '3410227', '@uniprot': '540802'}",434599
Capsicum chacoense,Capsicum chacoense,ot_1003_Tr100305.nex,-,Capsicum chacoense,Capsicum chacoense,"{'@tb:identifier.taxon': 4848, '@tb:identifier.taxonVariant': 11682, '@ubio': '5828472', '@uniprot': '107817'}",754480
Nierembergia aristata,Nierembergia aristata,ot_1003_Tr100305.nex,-,Nierembergia aristata,Nierembergia aristata,"{'@tb:identifier.taxon': 41308, '@tb:identifier.taxonVariant': 96284, '@ubio': '9196458', '@uniprot': '274371'}",474433
Lycium vimineum,Lycium vimineum,ot_1003_Tr100305.nex,-,Lycium vimineum,Lycium vimineum,"{'@tb:identifier.taxon': 301708, '@tb:identifier.taxonVariant': 350403, '@ubio': '5984651', '@uniprot': '343894'}",24219
Solanum acanthodapis,Solanum acanthodapis,ot_1003_Tr100305.nex,-,Solanum acanthodapis,Solanum acanthodapis,"{'@tb:identifier.taxon': 619549, '@tb:identifier.taxonVariant': 829628, '@ubio': '8400206'}",888741
Schwenckia lateriflora,Schwenckia lateriflora,ot_1003_Tr100305.nex,-,Schwenckia lateriflora,Schwenckia lateriflora,"{'@tb:identifier.taxon': 84469, '@tb:identifier.taxonVariant': 163088, '@ubio': '5956480', '@uniprot': '70015'}",432322
Solanum chilense,Solanum chilense,ot_1003_Tr100305.nex,-,Solanum chilense,Solanum chilense,"{'@tb:identifier.taxon': 632153, '@tb:identifier.taxonVariant': 847165, '@ubio': '9125549', '@uniprot': '4083'}",378983
Duboisia myoporoides,Duboisia myoporoides,ot_1003_Tr100305.nex,-,Duboisia myoporoides,Duboisia myoporoides,"{'@tb:identifier.taxon': 9639, '@tb:identifier.taxonVariant': 23046, '@ubio': '2669858', '@uniprot': '195737'}",810421
Exodeconus miersii,Exodeconus miersii,ot_1003_Tr100305.nex,-,Exodeconus miersii,Exodeconus miersii,"{'@tb:identifier.taxon': 11024, '@tb:identifier.taxonVariant': 26333, '@ubio': '5981845', '@uniprot': '310460'}",74546
Solanum herculeum,Solanum herculeum,ot_1003_Tr100305.nex,-,Solanum herculeum,Solanum herculeum,"{'@tb:identifier.taxon': 27188, '@tb:identifier.taxonVariant': 63470, '@ubio': '5960783', '@uniprot': '115659'}",664449
Lycianthes rzedowskii,Lycianthes rzedowskii,ot_1003_Tr100305.nex,-,Lycianthes rzedowskii,Lycianthes rzedowskii,"{'@tb:identifier.taxon': 342862, '@tb:identifier.taxonVariant': 378929, '@ubio': '9248374', '@uniprot': '393163'}",864346
Solanum lycopersicum,Solanum lycopersicum,ot_1003_Tr100305.nex,-,Solanum lycopersicum,Solanum lycopersicum,"{'@tb:identifier.taxon': 632152, '@tb:identifier.taxonVariant': 847164, '@ubio': '479052', '@uniprot': '4081'}",378964
Solanum davisense,Solanum davisense,ot_1003_Tr100305.nex,-,Solanum davisense,Solanum davisense,"{'@tb:identifier.taxon': 537254, '@tb:identifier.taxonVariant': 712701}",348204
Solanum acerifolium,Solanum acerifolium,ot_1003_Tr100305.nex,-,Solanum acerifolium,Solanum acerifolium,"{'@tb:identifier.taxon': 27116, '@tb:identifier.taxonVariant': 63324, '@ubio': '3440804', '@uniprot': '238980'}",835021
Cestrum guatemalense,Cestrum guatemalense,ot_1003_Tr100305.nex,-,Cestrum guatemalense,Cestrum guatemalense,"{'@tb:identifier.taxon': 36738, '@tb:identifier.taxonVariant': 85025, '@ubio': '9113334', '@uniprot': '385328'}",392656
Dunalia solanacea,Dunalia solanacea,ot_1003_Tr100305.nex,-,Dunalia solanacea,Dunalia solanacea,"{'@tb:identifier.taxon': 35213, '@tb:identifier.taxonVariant': 81610, '@ubio': '9116177', '@uniprot': '362347'}",448172
Goetzea elegans,Goetzea elegans,ot_1003_Tr100305.nex,-,Goetzea elegans,Goetzea elegans,"{'@tb:identifier.taxon': 84467, '@tb:identifier.taxonVariant': 163084, '@ubio': '2653702', '@uniprot': '70013'}",432314
Saracha quitensis,Saracha quitensis,ot_1003_Tr100305.nex,-,Saracha quitensis,Saracha quitensis,"{'@tb:identifier.taxon': 35191, '@tb:identifier.taxonVariant': 81537, '@ubio': '3440353', '@uniprot': '362378'}",1024745
Solanum lichtensteinii,Solanum lichtensteinii,ot_1003_Tr100305.nex,-,Solanum lichtensteinii,Solanum lichtensteinii,"{'@tb:identifier.taxon': 448170, '@tb:identifier.taxonVariant': 592626, '@ubio': '9165801', '@uniprot': '488919'}",671641
Cestrum pittieri,Cestrum pittieri,ot_1003_Tr100305.nex,-,Cestrum pittieri,Cestrum pittieri,"{'@tb:identifier.taxon': 408224, '@tb:identifier.taxonVariant': 409991, '@ubio': '9142842', '@uniprot': '481616'}",171403
Lycium exsertum,Lycium exsertum,ot_1003_Tr100305.nex,-,Lycium exsertum,Lycium exsertum,"{'@tb:identifier.taxon': 127950, '@tb:identifier.taxonVariant': 205498, '@ubio': '2653619', '@uniprot': '127634'}",650743
Nierembergia repens,Nierembergia repens,ot_1003_Tr100305.nex,-,Nierembergia repens,Nierembergia repens,"{'@tb:identifier.taxon': 41297, '@tb:identifier.taxonVariant': 96262, '@ubio': '5890805', '@uniprot': '274384'}",898773
Solanum myoxotrichum,Solanum myoxotrichum,ot_1003_Tr100305.nex,-,Solanum myoxotrichum,Solanum myoxotrichum,"{'@tb:identifier.taxon': 27226, '@tb:identifier.taxonVariant': 63556, '@ubio': '5983847', '@uniprot': '329789'}",691755
Solanum decompositiflorum,Solanum decompositiflorum,ot_1003_Tr100305.nex,-,Solanum decompositiflorum,Solanum decompositiflorum,"{'@tb:identifier.taxon': 604550, '@tb:identifier.taxonVariant': 806742, '@ubio': '9126777'}",939574
Browallia speciosa,Browallia speciosa,ot_1003_Tr100305.nex,-,Browallia speciosa,Browallia speciosa,"{'@tb:identifier.taxon': 205523, '@tb:identifier.taxonVariant': 274980, '@ubio': '1800173', '@uniprot': '225613'}",164827
Nierembergia spathulata,Nierembergia spathulata,ot_1003_Tr100305.nex,-,Nierembergia spathulata,Nierembergia spathulata,"{'@tb:identifier.taxon': 41293, '@tb:identifier.taxonVariant': 96253, '@ubio': '9120588', '@uniprot': '289841'}",662666
Capsicum tovarii,Capsicum tovarii,ot_1003_Tr100305.nex,-,Capsicum tovarii,Capsicum tovarii,"{'@tb:identifier.taxon': 157202, '@tb:identifier.taxonVariant': 232517, '@ubio': '5887965', '@uniprot': '165702'}",417662
Solanum hapalum,Solanum hapalum,ot_1003_Tr100305.nex,-,Solanum hapalum,Solanum hapalum,"{'@tb:identifier.taxon': 619568, '@tb:identifier.taxonVariant': 829647, '@ubio': '8399786'}",414050
Metternichia,Metternichia sp,ot_1003_Tr100305.nex,-,Metternichia sp,Metternichia,-,210695
Solanum cyaneopurpureum,Solanum cyaneopurpureum,ot_1003_Tr100305.nex,-,Solanum cyaneopurpureum,Solanum cyaneopurpureum,"{'@tb:identifier.taxon': 27166, '@tb:identifier.taxonVariant': 113548, '@ubio': '10275802', '@uniprot': '329771'}",14209
Brunfelsia uniflora,Brunfelsia uniflora,ot_1003_Tr100305.nex,-,Brunfelsia uniflora,Brunfelsia uniflora,"{'@tb:identifier.taxon': 339348, '@tb:identifier.taxonVariant': 376514, '@ubio': '2669853', '@uniprot': '389207'}",512973
Nierembergia scoparia,Nierembergia scoparia,ot_1003_Tr100305.nex,-,Nierembergia scoparia,Nierembergia scoparia,"{'@tb:identifier.taxon': 41294, '@tb:identifier.taxonVariant': 96254, '@ubio': '2668279', '@uniprot': '274387'}",898780
Solanum sandwicense,Solanum sandwicense,ot_1003_Tr100305.nex,-,Solanum sandwicense,Solanum sandwicense,"{'@tb:identifier.taxon': 27267, '@tb:identifier.taxonVariant': 63634, '@ubio': '2653574', '@uniprot': '205579'}",210924
Nolana acuminata,Nolana acuminata,ot_1003_Tr100305.nex,-,Nolana acuminata,Nolana acuminata,"{'@tb:identifier.taxon': 95019, '@tb:identifier.taxonVariant': 174190, '@ubio': '5845974', '@uniprot': '84169'}",275374
Solanum trisectum,Solanum trisectum,ot_1003_Tr100305.nex,-,Solanum trisectum,Solanum trisectum,"{'@tb:identifier.taxon': 19164, '@tb:identifier.taxonVariant': 63675, '@ubio': '5960782', '@uniprot': '115652'}",1026080
Solanum esuriale,Solanum esuriale,ot_1003_Tr100305.nex,-,Solanum esuriale,Solanum esuriale,"{'@tb:identifier.taxon': 349413, '@tb:identifier.taxonVariant': 382905, '@ubio': '9108643', '@uniprot': '400998'}",361009
Deprea psilophyta,Larnax psilophyta,ot_1003_Tr100305.nex,-,Larnax psilophyta,Deprea psilophyta,"{'@tb:identifier.taxon': 118762, '@tb:identifier.taxonVariant': 197112, '@ubio': '5960793', '@uniprot': '115736'}",903500
Sessea vestita,Sessea vestita,ot_1003_Tr100305.nex,-,Sessea vestita,Sessea vestita,"{'@tb:identifier.taxon': 36748, '@tb:identifier.taxonVariant': 85047, '@ubio': '9123127', '@uniprot': '385350'}",817455
Solanum quitoense,Solanum quitoense,ot_1003_Tr100305.nex,-,Solanum quitoense,Solanum quitoense,"{'@tb:identifier.taxon': 27256, '@tb:identifier.taxonVariant': 63612, '@ubio': '2653567', '@uniprot': '227725'}",835548
Nierembergia pinifolia,Nierembergia pinifolia,ot_1003_Tr100305.nex,-,Nierembergia pinifolia,Nierembergia pinifolia,"{'@tb:identifier.taxon': 41300, '@tb:identifier.taxonVariant': 96269, '@ubio': '9223035', '@uniprot': '274380'}",898766
Lycium tetrandrum,Lycium tetrandrum,ot_1003_Tr100305.nex,-,Lycium tetrandrum,Lycium tetrandrum,"{'@tb:identifier.taxon': 149243, '@tb:identifier.taxonVariant': 225056, '@ubio': '5992279', '@uniprot': '155084'}",814854
Solanum asperolanatum,Solanum asperolanatum,ot_1003_Tr100305.nex,-,Solanum asperolanatum,Solanum asperolanatum,"{'@tb:identifier.taxon': 604579, '@tb:identifier.taxonVariant': 806771, '@ubio': '9124204'}",364020
Solanum americanum,Solanum americanum,ot_1003_Tr100305.nex,-,Solanum americanum,Solanum americanum,"{'@tb:identifier.taxon': 114559, '@tb:identifier.taxonVariant': 192880, '@ubio': '2676626', '@uniprot': '109975'}",756802
Solanum melanospermum,Solanum melanospermum,ot_1003_Tr100305.nex,-,Solanum melanospermum,Solanum melanospermum,"{'@tb:identifier.taxon': 34287, '@tb:identifier.taxonVariant': 79154, '@ubio': '9225419', '@uniprot': '368036'}",518423
Physalis arborescens,Physalis arborescens,ot_1003_Tr100305.nex,-,Physalis arborescens,Physalis arborescens,"{'@tb:identifier.taxon': 22156, '@tb:identifier.taxonVariant': 51519, '@ubio': '5981234', '@uniprot': '304126'}",264836
Solanum fiebrigii,Solanum fiebrigii,ot_1003_Tr100305.nex,-,Solanum fiebrigii,Solanum fiebrigii,"{'@tb:identifier.taxon': 27180, '@tb:identifier.taxonVariant': 63459, '@ubio': '5970595', '@uniprot': '205552'}",261794
Solanum heteropodium,Solanum heteropodium,ot_1003_Tr100305.nex,-,Solanum heteropodium,Solanum heteropodium,"{'@tb:identifier.taxon': 34291, '@tb:identifier.taxonVariant': 79161, '@ubio': '9235766', '@uniprot': '368032'}",518432
Solanum oxycarpum,Solanum oxycarpum,ot_1003_Tr100305.nex,-,Solanum oxycarpum,Solanum oxycarpum,"{'@tb:identifier.taxon': 278972, '@tb:identifier.taxonVariant': 332733, '@ubio': '1801136', '@uniprot': '317831'}",1023760
Goetzea ekmanii,Goetzea ekmanii,ot_1003_Tr100305.nex,-,Goetzea ekmanii,Goetzea ekmanii,"{'@tb:identifier.taxon': 205528, '@tb:identifier.taxonVariant': 274985, '@ubio': '3439687', '@uniprot': '225621'}",910866
Solanum guerreroense,Solanum guerreroense,ot_1003_Tr100305.nex,-,Solanum guerreroense,Solanum guerreroense,"{'@tb:identifier.taxon': 278963, '@tb:identifier.taxonVariant': 332717, '@ubio': '5861965', '@uniprot': '317822'}",447378
Solanum okadae,Solanum okadae,ot_1003_Tr100305.nex,-,Solanum okadae,Solanum okadae,"{'@tb:identifier.taxon': 87050, '@tb:identifier.taxonVariant': 165815, '@ubio': '5864249', '@uniprot': '73575'}",887243
Lycianthes denticulata,Lycianthes denticulata,ot_1003_Tr100305.nex,-,Lycianthes denticulata,Lycianthes denticulata,"{'@tb:identifier.taxon': 342847, '@tb:identifier.taxonVariant': 378914, '@ubio': '8730206', '@uniprot': '393148'}",914558
Solanum polytrichum,Solanum polytrichum,ot_1003_Tr100305.nex,-,Solanum polytrichum,Solanum polytrichum,"{'@tb:identifier.taxon': 604575, '@tb:identifier.taxonVariant': 806767, '@ubio': '3440453'}",801122
Solanum lanceolatum,Solanum lanceolatum,ot_1003_Tr100305.nex,-,Solanum lanceolatum,Solanum lanceolatum,"{'@tb:identifier.taxon': 27204, '@tb:identifier.taxonVariant': 63508, '@ubio': '2653536', '@uniprot': '329782'}",691773
Solanum tundalomense,Solanum tundalomense,ot_1003_Tr100305.nex,-,Solanum tundalomense,Solanum tundalomense,"{'@tb:identifier.taxon': 278976, '@tb:identifier.taxonVariant': 332741, '@ubio': '5873723', '@uniprot': '317835'}",1023767
Solanum multivenosum,Solanum multivenosum,ot_1003_Tr100305.nex,-,Solanum multivenosum,Solanum multivenosum,"{'@tb:identifier.taxon': 570040, '@tb:identifier.taxonVariant': 790063, '@ubio': '9180733'}",503664
Lycianthes rantonnei,Lycianthes rantonnei,ot_1003_Tr100305.nex,-,Lycianthes rantonnei,Lycianthes rantonnei,"{'@tb:identifier.taxon': 16492, '@tb:identifier.taxonVariant': 38658, '@ubio': '5899133', '@uniprot': '148306'}",988462
Cestrum fulvescens,Cestrum fulvescens,ot_1003_Tr100305.nex,-,Cestrum fulvescens,Cestrum fulvescens,"{'@tb:identifier.taxon': 36740, '@tb:identifier.taxonVariant': 85031, '@ubio': '9142460', '@uniprot': '385326'}",392641
Petunia altiplana,Petunia altiplana,ot_1003_Tr100305.nex,-,Petunia altiplana,Petunia altiplana,"{'@tb:identifier.taxon': 283618, '@tb:identifier.taxonVariant': 336729, '@ubio': '5912960', '@uniprot': '323106'}",973025
Solanum cerasiferum,Solanum cerasiferum,ot_1003_Tr100305.nex,-,Solanum cerasiferum,Solanum cerasiferum,"{'@tb:identifier.taxon': 546233, '@tb:identifier.taxonVariant': 724380, '@ubio': '9211295', '@uniprot': '666133'}",331177
Quincula lobata,Quincula lobata,ot_1003_Tr100305.nex,-,Quincula lobata,Quincula lobata,"{'@tb:identifier.taxon': 24722, '@tb:identifier.taxonVariant': 57909, '@ubio': '2668956', '@uniprot': '304123'}",264846
Capsicum ceratocalyx,Capsicum ceratocalyx,ot_1003_Tr100305.nex,-,Capsicum ceratocalyx,Capsicum ceratocalyx,"{'@tb:identifier.taxon': 343144, '@tb:identifier.taxonVariant': 503631}",632487
Nolana flaccida,Nolana flaccida,ot_1003_Tr100305.nex,-,Nolana flaccida,Nolana flaccida,"{'@tb:identifier.taxon': 95034, '@tb:identifier.taxonVariant': 174205, '@ubio': '5957958', '@uniprot': '84184'}",707410
Jaltomata sinuosa,Jaltomata sinuosa,ot_1003_Tr100305.nex,-,Jaltomata sinuosa,Jaltomata sinuosa,"{'@tb:identifier.taxon': 14828, '@tb:identifier.taxonVariant': 34853, '@ubio': '3440131', '@uniprot': '205521'}",886487
Atropa belladonna,Atropa belladonna,ot_1003_Tr100305.nex,-,Atropa belladonna,Atropa belladonna,"{'@tb:identifier.taxon': 2897, '@tb:identifier.taxonVariant': 6973, '@ubio': '1671821', '@uniprot': '33113'}",232448
Heteranthia decipiens,Heteranthia decipiens,ot_1003_Tr100305.nex,-,Heteranthia decipiens,Heteranthia decipiens,"{'@tb:identifier.taxon': 619540, '@tb:identifier.taxonVariant': 829616, '@ubio': '9263601'}",5518140
Solanum carolinense,Solanum carolinense,ot_1003_Tr100305.nex,-,Solanum carolinense,Solanum carolinense,"{'@tb:identifier.taxon': 27150, '@tb:identifier.taxonVariant': 63395, '@ubio': '2653515', '@uniprot': '50511'}",390164
Solanum robustum,Solanum robustum,ot_1003_Tr100305.nex,-,Solanum robustum,Solanum robustum,"{'@tb:identifier.taxon': 27263, '@tb:identifier.taxonVariant': 63621, '@ubio': '2669399', '@uniprot': '238982'}",835017
Capsicum pereirae,Capsicum pereirae,ot_1003_Tr100305.nex,-,Capsicum pereirae,Capsicum pereirae,"{'@tb:identifier.taxon': 397348, '@tb:identifier.taxonVariant': 406667, '@ubio': '10803223', '@uniprot': '462290'}",445182
Datura laevis,Datura laevis,ot_1003_Tr100305.nex,-,Datura laevis,Datura laevis,"{'@tb:identifier.taxon': 619538, '@tb:identifier.taxonVariant': 829614, '@ubio': '9191548'}",644769
Physalis cinerascens,Physalis cinerascens,ot_1003_Tr100305.nex,-,Physalis cinerascens,Physalis cinerascens,"{'@tb:identifier.taxon': 22162, '@tb:identifier.taxonVariant': 51533, '@ubio': '2668640', '@uniprot': '86544'}",950667
Nectouxia formosa,Nectouxia formosa,ot_1003_Tr100305.nex,-,Nectouxia formosa,Nectouxia formosa,"{'@tb:identifier.taxon': 429026, '@tb:identifier.taxonVariant': 565237, '@ubio': '2653635', '@uniprot': '540820'}",383975
Solanum diphyllum,Solanum diphyllum,ot_1003_Tr100305.nex,-,Solanum diphyllum,Solanum diphyllum,"{'@tb:identifier.taxon': 562417, '@tb:identifier.taxonVariant': 744846, '@ubio': '2653524', '@uniprot': '693386'}",814379
Solanum tudununggae,Solanum tudununggae,ot_1003_Tr100305.nex,-,Solanum tudununggae,Solanum tudununggae,"{'@tb:identifier.taxon': 34298, '@tb:identifier.taxonVariant': 79176, '@ubio': '9236000', '@uniprot': '368041'}",99737
Anthocercis racemosa,Anthocercis racemosa,ot_1003_Tr100305.nex,-,Anthocercis racemosa,Anthocercis racemosa,"{'@tb:identifier.taxon': 8152, '@tb:identifier.taxonVariant': 113197, '@ubio': '5969315', '@uniprot': '196373'}",464124
Lycium eenii,Lycium eenii,ot_1003_Tr100305.nex,-,Lycium eenii,Lycium eenii,"{'@tb:identifier.taxon': 362375, '@tb:identifier.taxonVariant': 390403, '@ubio': '9164844', '@uniprot': '416529'}",660402
Nicotiana suaveolens,Nicotiana suaveolens,ot_1003_Tr100305.nex,-,Nicotiana suaveolens,Nicotiana suaveolens,"{'@tb:identifier.taxon': 184590, '@tb:identifier.taxonVariant': 257219, '@ubio': '2668277', '@uniprot': '200320'}",806473
Nolana balsamiflua,Nolana balsamiflua,ot_1003_Tr100305.nex,-,Nolana balsamiflua,Nolana balsamiflua,"{'@tb:identifier.taxon': 395094, '@tb:identifier.taxonVariant': 405826, '@ubio': '10803591', '@uniprot': '459190'}",705980
Lycium cestroides,Lycium cestroides,ot_1003_Tr100305.nex,-,Lycium cestroides,Lycium cestroides,"{'@tb:identifier.taxon': 16493, '@tb:identifier.taxonVariant': 38661, '@ubio': '5843322', '@uniprot': '33116'}",232465
Solanum ursinum,Solanum ursinum,ot_1003_Tr100305.nex,-,Solanum ursinum,Solanum ursinum,"{'@tb:identifier.taxon': 604558, '@tb:identifier.taxonVariant': 806750, '@ubio': '3440872'}",715553
Physalis angulata,Physalis angulata,ot_1003_Tr100305.nex,-,Physalis angulata,Physalis angulata,"{'@tb:identifier.taxon': 22153, '@tb:identifier.taxonVariant': 51515, '@ubio': '2653659', '@uniprot': '113208'}",12537
Solanum hibernum,Solanum hibernum,ot_1003_Tr100305.nex,-,Solanum hibernum,Solanum hibernum,"{'@tb:identifier.taxon': 40230, '@tb:identifier.taxonVariant': 93382, '@ubio': '3440591', '@uniprot': '265402'}",1035637
Solanum nakurense,Solanum nakurense,ot_1003_Tr100305.nex,-,Solanum nakurense,Solanum nakurense,"{'@tb:identifier.taxon': 619583, '@tb:identifier.taxonVariant': 829662, '@ubio': '9239497'}",3870192
Solanum crinitipes,Solanum crinitipes,ot_1003_Tr100305.nex,-,Solanum crinitipes,Solanum crinitipes,"{'@tb:identifier.taxon': 27162, '@tb:identifier.taxonVariant': 63423, '@ubio': '3440814', '@uniprot': '205543'}",836451
Lycium cinereum,Lycium cinereum,ot_1003_Tr100305.nex,-,Lycium cinereum,Lycium cinereum,"{'@tb:identifier.taxon': 116732, '@tb:identifier.taxonVariant': 195085, '@ubio': '5960508', '@uniprot': '112871'}",560951
Solanum neorickii,Solanum neorickii,ot_1003_Tr100305.nex,-,Solanum neorickii,Solanum neorickii,"{'@tb:identifier.taxon': 79801, '@tb:identifier.taxonVariant': 157635, '@ubio': '8499053', '@uniprot': '62891'}",885270
Solanum acroscopicum,Solanum acroscopicum,ot_1003_Tr100305.nex,-,Solanum acroscopicum,Solanum acroscopicum,"{'@tb:identifier.taxon': 278956, '@tb:identifier.taxonVariant': 332704, '@ubio': '5861931', '@uniprot': '317815'}",973479
Calibrachoa sellowiana,Calibrachoa sellowiana,ot_1003_Tr100305.nex,-,Calibrachoa sellowiana,Calibrachoa sellowiana,"{'@tb:identifier.taxon': 283624, '@tb:identifier.taxonVariant': 336735, '@ubio': '5913013', '@uniprot': '323112'}",446926
Solanum simile,Solanum simile,ot_1003_Tr100305.nex,-,Solanum simile,Solanum simile,"{'@tb:identifier.taxon': 570037, '@tb:identifier.taxonVariant': 790060, '@ubio': '9109706'}",503654
Iochroma salpoanum,Iochroma salpoanum,ot_1003_Tr100305.nex,-,Iochroma salpoanum,Iochroma salpoanum,"{'@tb:identifier.taxon': 35198, '@tb:identifier.taxonVariant': 81556, '@ubio': '8948656', '@uniprot': '362366'}",498951
Solanum terminale,Solanum terminale,ot_1003_Tr100305.nex,-,Solanum terminale,Solanum terminale,"{'@tb:identifier.taxon': 27280, '@tb:identifier.taxonVariant': 63660, '@ubio': '3440900', '@uniprot': '205584'}",459489
Iochroma stenanthum,Iochroma stenanthum,ot_1003_Tr100305.nex,-,Iochroma stenanthum,Iochroma stenanthum,"{'@tb:identifier.taxon': 35196, '@tb:identifier.taxonVariant': 81552, '@ubio': '8427436', '@uniprot': '362373'}",655926
Solanum circaeifolium,Solanum circaeifolium,ot_1003_Tr100305.nex,-,Solanum circaeifolium,Solanum circaeifolium,"{'@tb:identifier.taxon': 62937, '@tb:identifier.taxonVariant': 416479, '@ubio': '3440836', '@uniprot': '37935'}",888591
